Unnamed: 0,username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count
135,marantina,25 - 29,"Dry, Medium Light, Neutral",2024-05-21,"Sunscreen yang habis dalam kurun kurang dari sebulan karena enak banget dipakainya. Teksturnya ringan dan cepet menyerap di kulit, gampang diratakan dan gak bikin whitecast. Pantes sih banyak yang suka sunscreen ini. Spf-nya juga mantep banget untuk dipakai kalau ada kegiatan di luar ruangan dalam jangka waktu lama",1 month - 3 months,PR Package,marantina recommends this product!,4
136,notyourgf,19 - 24,"Combination, Medium, Neutral",2024-05-21,"Dulu pakai sunscreen ini karena rekomendasi temen, bagus sih cuma di wajah aku keliatan berminyak dan kusam ga cocok banget sama muka aku yang selalu disangka belum mandi terus😂. Teksturnya juga ga cepet meresap di kulit aku, cuma overall bagus kok, melembabkan dan juga agak ngetone-up warna kulit, tapi yang ga bikin white cast gitu.",6 months - 1 year,Shopee,notyourgf recommends this product!,4
137,bluishday,18 and Under,"Dry, Light, Cool",2024-05-20,"salah satu sunscreen favorit aku! buat kulit dry-skin bagus bgt karena bikin lembab, ga greasy, ga bikin kusem juga. dia protectionnya oke bgt! aku suka teksturnya yang cair gituu jadi gampang diblend dan cepet nyerep. ini kalo mau dipake harus dikocok dulu krn ada oil(?)nya gitu. harganya juga affordable buat sunscreen yang kualitasnya sebagus ini🥹💖",More than 1 year,Shopee,bluishday recommends this product!,5
138,khlnnisa,19 - 24,"Oily, Medium Light, Neutral",2024-05-20,"Salah satu product yg bantu recover & maintain skin barrierku! Semenjak pakai ini jarang bgt jerawatan (kecuali hormonal acnes). BAGUS BGT gak neko-neko, moisturizingnya ok, protectionnya jg ok, gak ada whitecast, gampang diblend & nyerap, harganya lumayaan sih krn isinya juga banyakk. Menurutku product ini super gentle di kulit tipe combination",More than 1 year,Shopee,khlnnisa recommends this product!,5
139,mtraandita,19 - 24,"Combination, Medium, Warm",2024-05-19,"IT'S REALLY GOOD, aman di kulit sensitif nan combination to oily ku ini. Feels ringan, ga greasy sama sekali, ga bikin kulit abu, nyatu sama makeup! LOVE THIS PRODUCT! sayang harganya naik dua kali lipat sekarang dibanding pas pertama aku beli tahun 2021 dulu. Tapi karena udah cocok, tetep ku pakai sih, sekarang suka ganti2 antara skinaaqua yang biru atau putih, both works well!!",More than 1 year,Shopee,mtraandita recommends this product!,5
140,dwivietasya,25 - 29,"Oily, Light, Cool",2024-05-19,"Akhirnya nyobain ss viral ini jugaa. Pertama pake lupa kalo ini harus dikocok, jadi kayak ga nyatu hahaha. Tekstur ssnya runny dan warnanya putih. Pas dipake sih kalo aku ga keliatan white cast tapi mukaku jadi shining shimmering. Setelah beberapa jam ga berasa berminyak mukaku dan kalo keringetan ga bikin perih ke mata juga. Almost 5/5 sihh.",1 month - 3 months,Lazada,dwivietasya recommends this product!,4
141,Siticute,18 and Under,"Normal, Medium Light, Neutral",2024-05-18,"Teksturnya memang lebih cair daripada sunscreen biasa, plusnya gampang diratakan (-) finishnya berminyak banget di wajah aku, kayaknya aku harus coba varian yang lainnya. sunscreen ini bagus-bagus aja di kulit aku yang kering. packaging-nya kecil sehingga ga' makan banyak tempat saat dibawa.",1 month - 3 months,Shopee,Siticute recommends this product!,4
142,khirnaa,19 - 24,"Dry, Medium, Cool",2024-05-17,"udah lama banget aku pake sunscreen skin aqua ini dari semenjak viral, soalnya sebagus itu dan masih setia pake sampai sekarang. Teksturnya cream, tapi kayak gel gitu dan tentunya ss ini ga whitecast sama sekali. So far aman2 aja sih di mukaku.",6 months - 1 year,Shopee,khirnaa recommends this product!,5
143,Denyul,30 - 34,"Combination, Medium Light, Cool",2024-05-17,Sunacreen andalan. Teksturmya watery dan kudu dikocok dulu sebelum pakai. Nge blendnya enak dan ga terasa panas pas dipakai dan yang penting kalau keringetan ga perih di mata dan ga ngeresepnya lumayan cepet.,More than 1 year,Dan+dan,Denyul recommends this product!,5
144,ghaitsanr,19 - 24,"Combination, Medium Light, Cool",2024-05-16,"Cock untuk semua jenis kulit, tinggal pilih beberapa produk dari warna tutup botolnya. Mayoritas orang cocok dengan sunscreen ini termasuk saya tetapi ada beberapa produk make up yang gak balance sama sunscreenya jadi ngebuat look aku terlihat ngekrek",1 month - 3 months,Shopee,ghaitsanr recommends this product!,4
145,valerie_vlnc,19 - 24,"Oily, Light, Neutral",2024-05-12,"Dulu pake krn bnyk org bilang bgs tp syg bgt g cocok di aku. Muka jdnya oilyyy parahh pdhl aku expect ini ga bikin muka terlalu oily. Dia texturenya milky jadi super runny bgt dipake di muka. Tp temen ku yg kulitnya dry suka bgt sm ss ini. Jadi sptnya ini mmg lbh cocok buat yg kulitnya dry skin sih. Klo buat oily, aku skip dlu.",1 week - 1 month,Watson,valerie_vlnc doesn't recommend this product!,3
146,naynfeb,19 - 24,"Combination, Medium, Neutral",2024-05-12,Ini salah satu best sunscreen menurutkuu karna memang enak saat digunakan terus gampang menyerap dan cocok ditipe kulitku yang oily. Sudah beberapakali repurchase produk sunscreen ini karna emang cocok dikulit aku dan tidak white case,1 week - 1 month,Watson,naynfeb recommends this product!,5
147,noviantii_16,19 - 24,"Dry, Medium, Neutral",2024-05-11,"Teksturnya cair, nggak ninggalin whitecast, ga perlu waktu lama juga buat ngeblend dan nyerep di kulitnya. Cocok banget buat kulitku yang kering soalnya efeknya juga melembabkan. Harga juga affordable. Nggak nimbulin kesan lengket juga jadi nyaman banget!!",1 week - 1 month,Shopee,noviantii_16 recommends this product!,5
148,MegaPawi63_,30 - 34,"Combination, Medium Dark, Neutral",2024-05-05,Pake produk ini setelah direkomendasikan sama adik ipar aku dan ternyata cocok banget di aku. Nyaman banget dan ga bikin kulitku jdi bermasalah walaupun aku sering beraktivitas di luar ruangan dan ber makeup tebal. The best banget pokonya!,More than 1 year,FD Try and Review,MegaPawi63_ recommends this product!,5
149,satriavi,18 and Under,"Normal, Light, Neutral",2024-05-05,"produk ini buat kulit yg cenderung kering cocok banget, texturnya supermilky cenderung bantu kulit lebih lembab, nyerepny juga cepet jadi enak, ! Sesuai banget sama tipe sunscreen yang aku cari! Ringan, gak ninggalin whitecast, gampang diblend, cair jadi cepet nyerap.",More than 1 year,Shopee,satriavi recommends this product!,5
150,raisyadws,19 - 24,"Combination, Light, Neutral",2024-05-04,"memakai produk sunscreen skinaqualebih dari 6 bulan karena cocok banget di kulit muka saya, tapi membuat sedikit oily setelah pemakaian beberapa jam, jadi harus memakai loose powder lagi agar skin finishnya tidak menjadi oily. recommend",6 months - 1 year,Official Brand Store,raisyadws recommends this product!,5
151,Eka_Patma,19 - 24,"Normal, Medium, Neutral",2024-05-04,"Paling males kalau harus pake sun screen. Selalu skip pake sunscreen. Tapi semenjak nemu produk ini,jadi ga pernah skip suncreen. Karena beneran sebagus itu. Berkali kali beli produk ini karena sebagus ituuu. Teksturnya ringan terus enggak lengket. Worth to buyyy",1 week - 1 month,Shopee,Eka_Patma recommends this product!,5
152,aolganita,19 - 24,"Oily, Medium Light, Neutral",2024-05-03,been using this product since SMA!! aku gapernah ganti2 sunscreen inihh sangking sukaknyaa.. ringan dan blendable bgtt.. pas di awal agak white cast tp gapapa bgttt setelahnyaa. Btw kulit aku kombinasinyaa dan product ini cocok bingiit di muka aku!,More than 1 year,Shopee,aolganita recommends this product!,5
153,shawadikapp,18 and Under,"Combination, Medium Dark, Neutral",2024-05-03,"oke ini buat kulit normal oke banget soalnya kalo di kulit berminyak dia jd minyakan banget eh ini tuh bagus banget soalnya ringan guys, finishnya make skin but better banget tau, i love it trs ga bikin flashback juga and for the last bikin make up nempel dan gak greasy gak abu juga sukak!",3 months - 6 months,Guardian,shawadikapp recommends this product!,5
154,tantri_florentina,19 - 24,"Oily, Medium Light, Neutral",2024-05-02,"Defisini jatuh hati pada pandangan pertama! Awalnya tertarik sama packagingnya yang simple dan punya tip lancip untuk keluarin isi produknya, ngga expect ternyata cocok sama sunscreennya ❤. Teksturnya cocok buat melembabkan kulit aku yang oily, buat kulit jadi lebih lembut dan no white cast. Aku pakai sebelum pakai BB cream dan jadi dewy look. Harganya worth it dan gampang dicari di e-commerce. Minusnya kalau dipakai harus di kocok dulu kalau engga cairannya bakal kepisah sama minyak (?). Tapi overall aku merekomendasikan sunscreen ini 🥰",More than 1 year,Shopee,tantri_florentina recommends this product!,4
155,aurasak,19 - 24,"Combination, Medium Light, Neutral",2024-05-02,"Udh bertahun tahun gapernah ganti karna sebagus ituuu. Bagus bgt karna ada toneup nyaa ga bikin berminyak jugaa, teksturnya ringan cuma butuh bbrapa detik buat menyerap. Bikin lembab dan mudarin bekas jerawat jugaaa. Highly recomended pokonya",More than 1 year,Shopee,aurasak recommends this product!,5
156,ikafatimah3,25 - 29,"Oily, Medium Light, Neutral",2024-05-01,"Aku udh pake dari tahun 2016 rekomendasi dari temen juga, eh ternyata pas dipake sebagus itu dengan harga yg terjangkau. No whitecast, ada efek glowingnya dimuka aku, tekstur yg agak cair bikin gampang nyerap ke kulit dan gak bikin kusam",More than 1 year,Shopee,ikafatimah3 recommends this product!,5
157,roucie,18 and Under,"Combination, Medium Dark, Neutral",2024-05-01,"teksturnya enak, mudah di blend, no white cast + masih oke di kulit acne prone aku. cuma setelah beberapa jam emang bikin minyakan dan agak bikin kusam. aku suka pake ini ke sekolah, tapi emang harus ditimpa loose powder dulu biar ga gitu minyakan. over all oke sihh 👍",More than 1 year,Shopee,roucie recommends this product!,4
158,aeliii,19 - 24,"Dry, Light, Neutral",2024-04-26,"menurutku pake ini biasa aja si hasilnya. hasil pemakaian ss ini tuh rasanya greasy banget di kulitku yg dry, jadi harus tunggu beberapa menit dulu buat lanjut make up, bisa diakalin pake mini fan supaya cepet kering, tapi karena aku gak sabaran jadi aku gak repurchase.",1 month - 3 months,my sister's,aeliii doesn't recommend this product!,3
159,haelemha,18 and Under,"Combination, Medium, Neutral",2024-04-25,"fav ss sih , dri kulit ku yg dulu kering dan sensitive banget , and my skin barrier literally damaged cz i didnt really know ab skincare things back then , yang aku suka tuh pas ss ny nge set enak bgt lembab gitu, ssuai tulisannya moisture milk , tapi ga greasy ,udah bertahun tahun pake ini saking cocok nya , tapiii sekarang kulit aku lumayan berminyak idk why , dan pake ini tu jadi makin berminyak banget dibagian hidung ku , sayang bangettt pdhl udh suka banget sama produk ini (⁠〒⁠﹏⁠〒⁠) , I'll try another sunscreen for oily skin ig...",More than 1 year,Female Daily Event,haelemha recommends this product!,5
160,evelynr,19 - 24,"Dry, Light, Neutral",2024-04-22,"dah dari smp apa sma awal ya make sunscreen ini?? dan tiap ganti ss terus ga cocok aku pasti langsung balik lagi ke ini :''3. pertama kali nyoba punya kakak yang ss skinaqua ijo tapi ternyata aku lebih suka yang biru. spfnya tinggi juga + gada bau aneh"" juga buat aku nyaman bangett!! beneran ngelembapin juga jadi kadang aku skip moist sih kalo lg buru-buru hehe. ini juga bikin muka aku bagus gitu tau wkwkwk gatau gmn ya kayak muka jadi keliatan lebih cakep aja kalo make sunscreen terutama sunscreen ini! pokoknya ini my all-time favorite sunscreen banget deh rill!! boleh dicoba deh buat kalian terutama yang kulit kering sepertikuu~",More than 1 year,Shopee,evelynr recommends this product!,5
161,biashsh,18 and Under,"Combination, Medium, Neutral",2024-04-20,"aku baru beberapa bulan pake product ini, karena waktu lupa bawa sunscreen pas main minta sama temen yg pake merk skin aqua ini alhamdulillahnya cocok alhasil karena keracunan beli juga DAN TERNYATA BAGUS BANGET LAGI DIAKU SETELAH PEMAKAIAN RUTIN",3 months - 6 months,Shopee,biashsh recommends this product!,5
162,valenkerin,25 - 29,"Oily, Medium, Neutral",2024-04-18,"Oke, tapi mungkin tidak terlalu cocok dikulitku yang cenderung oily to sensitif. texturenya lumayan cair, but tubenya mendukung so its not a problem. bagusnya dia gak bikin whitecast. minusnyam di kulit aku, dia gak bisa nahan minyak",1 month - 3 months,Official Brand Store,valenkerin recommends this product!,3
163,Kemasghani,19 - 24,",19 - 24",2024-04-18,"Aku salah beli, aku mau jual harganya 30k ada yg mah ga, belum dibuka segelnhaid line : kemasghani123................................,................................................................",Less than 1 week,Shopee,Kemasghani recommends this product!,4
164,natnatanwil,19 - 24,"Oily, Medium Light, Cool",2024-04-17,"baguss, untuk aku yg tipe kulit oily ini good kok, ga ada white cast menurutku dan bagus karena aman buat kulitku yg acne prone banget... aku udah pakai ini cukup lama dan yahh ini ga menimbulkan jerawat jadi bagus. teksturnya cair jadi menurut aku ini ringan banget dibandingkan sunscreen2 lain yang tekturnya krim",1 month - 3 months,sociolla,natnatanwil recommends this product!,5
165,_syilviana,19 - 24,"Combination, Medium Light, Neutral",2024-04-17,"Tekstur sunscreen ini sesuai namanya moisture milk. Gampang di blend, enak juga buat jadi base makeup (apa lg pemula yg blm wajib beli ini itu). Ngelembapin tp aku ngerasa agak bikin kusam tapi ga separah Emi*a. Sunscreen murah terbaik sih di aku, klo yg lg punya jerawat meradang lebih baik skip sunscreen ya (seringan apapun sunscreen kalian!)",6 months - 1 year,Shopee,_syilviana recommends this product!,4
166,syafiranza,19 - 24,"Combination, Medium Light, Neutral",2024-04-16,"selalu beli di shopee karna murah!! selama ini aku pake produk ini dan cocok di muka aku, kemarin sempet ke karimun jawa pake produk ini, dan hasilnya ok 8/10 gabikin gosong muka, dan tentunya harus di selingin sama sunblock juga ya biar lebih protect muka dan badan kalian",3 months - 6 months,Shopee,syafiranza recommends this product!,4
167,areenz,19 - 24,"Combination, Medium Light, Neutral",2024-04-16,"its a good sunscreen, gak white cast sih di aku, cuma agak oily tapi bisa di handle pake powder atau oil control yg paper. dia waterproof btw ✨ spfnya juga 50 cocok bgt buat yg mau keluar all day, rasanya light and nge cover wajah kita dr matahari!",More than 1 year,Shopee,areenz recommends this product!,4
168,Ezrani,35 - 39,"Oily, Medium Light, Warm",2024-04-12,aku biasanya pake dia klo lagi ga pake make up soalnya dia cenderung bikin make up di atasnya cepet longsor. kyk ga nyatu dan bikin makin berminyak 😔 klo dipake tanpa make up masih aman. muka berasa lebih lembab jd ga perlu moisturizer sblmnya. teksturnya milky kental yg butuh waktu utk menyerap. finish nya agak dewy. proteksinya ok ga bikin muka gosong. tapi klo kena keringat mata akan berasa sedikit perih.,1 month - 3 months,Watson,Ezrani recommends this product!,4
169,baldwinn,19 - 24,"Combination, Medium Light, Cool",2024-04-09,"menurut aku ini cukup bagussihh dengan harga yang murah, cuman ga terlalu melindungi dari matahari i guesss, dan teksturnya agak lengket kurang nyaman dikulitku apalagi kalo yang punya skintype oily kyknya agak kureng kalo pake sunscreen ini",1 month - 3 months,Shopee,baldwinn recommends this product!,4
170,Isfira_ainy,19 - 24,"Combination, Medium, Neutral",2024-04-08,"Pertama awal tahun 2018, nyoba nyoba pake skincare karena kulit kusam banget. trs liat diyt ada yang rekomendasiin produk ini. akhirnya sampe sekarang 2024 masih setia pake produk ini. bukan cuma muka jadi lebih terawat dan ga belang belang lagi hehehehe",More than 1 year,Shopee,Isfira_ainy recommends this product!,5
171,Chievabel,18 and Under,"Combination, Medium, Neutral",2024-04-07,"sunscreen ini lumayan bagus di mukaku yang acne prone. nggak bikin jerawatan karena kandungannya yang nggak ber-fragrance dan alcohol. cukup ngetone-up juga kalau baru dipakai, tapi sayangnya untuk baunya kurang enak dan bikin kusam kalau nggak di reapply sampai siang. teksturnya sendiri milky dan lumayan kental, setelah dipakai nunggu ngesetnya agak lama.",1 month - 3 months,Watson,Chievabel recommends this product!,3
172,Ratyashii,25 - 29,"Combination, Medium, Neutral",2024-04-07,"awal-awal sih enak pake ini tapi kalo kondisi atau jenis kulitnya berminyak mending pilih variant yg lain deh..ini bikin lembab, tapi kalo di kulit berminyak makin bikin minyakan..but overall oke sih, wanginya juga samar jadi bakal cocok sama yg gaksuka wangi nyengat.",3 months - 6 months,Shopee,Ratyashii recommends this product!,4
173,Liza2004,19 - 24,"Combination, Dark, Warm",2024-04-03,"Gak cocok banget huhuhu, mukaku pake ini jadi berminyak banget udah kayak wajan untuk goreng telur dan wajah kerasa kayak kesumbat dan tebal kayak pake make up full coverage gitu, mukaku juga langsung kusam pake ini. Untuk harga masih amanlah",1 month - 3 months,Traditional market,Liza2004 doesn't recommend this product!,2
174,Windiwie217,35 - 39,"Combination, Medium Light, Warm",2024-04-03,"Nyoba ini setelah cocok sama yg putih,selang seling make'y 😁 dan sesuai klaim sangat sangat menghidrasi kulit,pdhl tipe kulit kombinasi tpi ditimpa ini nyaman aja ga bkin kusam,komedo ato jerawat,no parfum no whitecast juga,next coba yg gel sama mild'y.",1 month - 3 months,Shopee,Windiwie217 recommends this product!,5
175,acaaaaaaaaaaaaaa,19 - 24,"Combination, Light, Cool",2024-04-02,"sunscreen paling ringan yang pernah aku coba sih ini. di kulitku yang super duper berminyak waktu SMA, dia ga bikin makin berminyak, ga bikin kusam juga sih.. udah gitu dia ada sedikit tone up di kulitku, gatau tone up gatau whitecast yah wkwk, tapi aku udah ga repurchase lagi karena uda nemu sunscreen yang lebih bagus aksnsjsjdh",More than 1 year,Gift,acaaaaaaaaaaaaaa recommends this product!,5
176,nara_yap,25 - 29,"Combination, Medium Light, Cool",2024-03-25,"Udah repurchase berkali-kali. Enak dipakenya, ringan di muka jadi kalo mau timpa make up enak aja, ga tebel. Udah spf 50 jadi pasti aman. Harga affordable dan packaging enak kecil gampang dibawa kemana-mana. Menurutku ini worth to try banget.",More than 1 year,Shopee,nara_yap recommends this product!,4
177,Shafiraa00,19 - 24,"Dry, Medium Light, Cool",2024-03-24,"Produk ini cocok untuk aku yang kulitnya sensitif dan kering. Dan yang aku suka juga karena teksturnya yang cair dan ga nimbulin white cast. Produk ini menyerap ke kulitnya agak lama. Kalau pake make up, setelah apply suncreen ini, gak akan bikin make up geser",1 month - 3 months,Shopee,Shafiraa00 recommends this product!,4
178,meutyaaaa,18 and Under,"Combination, Dark, Warm",2024-03-21,"aku tipe yg kalo udh cocok gamau ganti2 lg, gatau udh abis yg ke berapa botol skrg, ukuran dia mini tp aweeettt bgt, abis nya lama, harganya jg affordable, mencerahkan juga, oil control nya lumayan, cocok buat kulitku yg sensitif, ga white cast sama sekali walaupun dipake pas lg keringetan, tekstur cair, cuma kayanya kl waterproof atau sweatproof kureng sihh, cepet menyerapp, tapi lama2 ak ngerasa dia adalah penyebab komedo ku semakin banyak dehh, mungkin gara2 spf nya tinggi",More than 1 year,Shopee,meutyaaaa recommends this product!,4
179,salsabb,19 - 24,"Oily, Medium Light, Warm",2024-03-21,sunscreen yang cocok buat all skin type! bisa dipake dibawah makeup dan ga bikin crack. Aku rekomendasiin ini juga buat kulit normal to oily sihh karena ga bikin wajah kusem walau dipake sehariann. buat yang mau coba jangan lupa pake tonerr,More than 1 year,Shopee,salsabb recommends this product!,4
180,jjeojarr,19 - 24,",19 - 24",2024-03-18,"Perjuanganku menemukan sunscreen yang bikin mukaku nggak jerawat dan berminyak akhirnya berakhir.....SUKA BANGET di aku nggak bikin jerawatan samsek, teksturnya juga ringan buat aku, di blendnya enak, nggak ada tone up, tapi di aku agak bikin kusam DIKIT AJA TAPI ISSOK, overall aku suka banget!!!",More than 1 year,Watson,jjeojarr recommends this product!,4
181,nuriamanda,19 - 24,"Combination, Dark, Neutral",2024-03-16,ini sebenernya baguss cuman bikin kusammmm banget sihhh aku pake sma cuyyyy 3 tahun ga gantiji cuman ya oke lah untuk anak anak sekolah betterrr karna bener bener gentle gituu moistt gitu biar ga pake banyak produkkk hehehehhehehehehehhehehe,6 months - 1 year,Tokopedia,nuriamanda recommends this product!,4
182,besta16,19 - 24,"Dry, Medium, Neutral",2024-03-15,"tekstur nya suka banget, udah biasa pake sun screen ini. cocok banget diwajahku. bener bener recommended buat temen temen, harganya terjangkau, wanginya enak seger, melembabkan kulit, bikin kulit sehat, mudah meresap diwajah, worth it",Less than 1 week,Tokopedia,besta16 recommends this product!,5
183,Ang_rhy,25 - 29,"Combination, Medium, Warm",2024-03-13,"sangat bagus di kulit aku, teksturnya cair tapi cepat menyerap, dengan harga segitu lumayan puas, cocok digunakan didalam ruangan, karna kalau dipakai saat bepergian harus sering re-apply dan karna kulirku berminyak ketika diluar ruangan pun jadi gak terasa begitu berminyak",1 month - 3 months,Shopee,Ang_rhy recommends this product!,5
184,syifazoya7,25 - 29,"Combination, Medium Light, Warm",2024-03-12,"sunscreen tekstur ringan,ad white cast dikit banget lama-lama nyatu ke kulit, gak bikin kering,cocok di gw yg tipe kulit kombinasi, dan beneran bikin glowing,adik gw aja bilang wajah gw putihan badahal gak pakai bedak sama sekali ss favorit gw",1 month - 3 months,Female Daily Studio,syifazoya7 recommends this product!,5
185,arisakuuhaku,19 - 24,"Normal, Light, Cool",2024-03-08,"Pas Aku pakek tuh teksturnya yaaa creamy gituu tapi Pas diaplikasiin buat wajah,wajah aku jadi glowing yaa tapii Kira"" 2-3 jamm wajah aku jadi oily gituu jadi haruss retouch lagii. yaa memangg sc haruss retouch kann tapii hasil akhirr Yang Aku terima Dari produk ini wajah aku jadi oily. oiyaa tiap pakai produk ini harus di tambahii dengan bedak loose powder yaa kalau akuu hehe.",3 months - 6 months,Shopee,arisakuuhaku doesn't recommend this product!,4
186,Pobyluby,19 - 24,"Combination, Medium, Warm",2024-03-07,"Produknya bagus, texturenya gak terlalu cair dibanding yang botol putih. Di aku suka karena final look nya bikin glowing cuma kalo dipake diluar bikin muka aku panas banget kaya kebakar. Jadi aku cuma pake ini di dalam ruangan tapi tetap terkena cahaya matahari. Reccomend mungkin untuk yang dry skin ya!",1 month - 3 months,Shopee,Pobyluby recommends this product!,4
187,zahrahmaulida,19 - 24,"Combination, Medium, Neutral",2024-03-02,"Teksturnya sangat milky, menyerapnya butuh waktu dan setelah pemekaian bikin kulit berminyak. tapi acne friendly, gak bikin nambah jerawat. mungkin karena aku pakai bersamaan dengan moisturizer jadi lebih berminyak. mungkin bisa dicoba pakai tanpa moisturizer",6 months - 1 year,Guardian,zahrahmaulida recommends this product!,4
188,tsaniaarfinaa,19 - 24,"Combination, Medium, Neutral",2024-02-25,"Ini sempet hype pada jamannya, tapi di aku sama sekali ga cocok, bener2 bikin komedoan padahal aku ga pernah skip double cleansing, mungkin emang kandungannya ada yg ga cocok di kulit aku. Dia tekstur nya cream encer, ga whitecase, tapi greasy parah, padahal kulit aku kering, trs kalo kesiram air juga dia kek waterproof wkwk",Less than 1 week,Watson,,2
189,aotzalysandra,19 - 24,"Oily, Medium Light, Neutral",2024-02-25,"Salah satu sunscreen fav aku, yg pernah aku repurchase berkali-kali! Yang aku suka dari sunscreen ini, texturenya yang ringan dan efek glownya yang natural. Biasanya aku pake sunscreen ini, setelah itu di set pake bedak tabur. Bisa menahan minyak untuk 2 jam an di kulit aku yg oily, selain itu kalau berjemur di bawah sinar matahari ga gampang kusam. Apakah produk ini recomended? of course! selamat mencoba, semoga review dariku bisa membantu kalian terutama yang memiliki tipe kulit oily-acne prone sepertiku:)",3 months - 6 months,Shopee,aotzalysandra recommends this product!,4
190,nadyamanar1,30 - 34,"Oily, Medium Light, Warm",2024-02-23,"Gak nyesel sih beli dan pake produk sunscreen ini,soalnya bikin kulit aku cerah seharian bikin kulit wajah lembab dan makin cerahan, di pake sehari hari makin glowing di muka,wajib banget stok tiap bulan nya karena emang sebagus itu sih produk nya",Less than 1 week,Shopee,nadyamanar1 recommends this product!,5
191,zahraazrr,25 - 29,"Combination, Medium Light, Neutral",2024-02-22,"Teksturnya ringan dan tidak ada whitecast, perlindungan cukup ok untuk kegiatan ringan sehari-hari. Tapi untuk kulit oily combination akan sangat berminyak di area T zone, di wajahku ini bikin berminyak parah dan kalau pake make up jadi cepet luntur. Untuk yang dry skin mungkin akan cocok banget.",6 months - 1 year,Shopee,,3
192,Raaa_164,19 - 24,"Oily, Medium Light, Neutral",2024-02-21,Produk The bestttttttttttttt😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,More than 1 year,Lazada,Raaa_164 recommends this product!,5
193,Sweetyhardien,19 - 24,"Dry, Medium Light, Neutral",2024-02-21,"Sunscreen ini teksturnya enak banget bikin kulit lembab kalo buat aku yang kulitnya kerimg tapi kao temen temen aku yang kulitnya cenderung kering sih bikin minyakan, kalo kamu tipe kulitnya kering cobain deh sunscreen ini reccomended bgttt",6 months - 1 year,Shopee,Sweetyhardien recommends this product!,5
194,FreshaaDR,30 - 34,"Combination, Medium Light, Neutral",2024-02-19,"Ringan banget! Formulanya aku suka banget. Karena dia gentle dan langsung meresap ke muka. Dan tidak lengket di muka. Yang paling penting dia tidak WhiteCase. Kalo aku pake ini trus lgs cushion jg nempel, tidak geser jg cushion aku. Tidak ada bau yang menyengat juga.",1 month - 3 months,Gift,FreshaaDR recommends this product!,4
195,yaybudiharti,30 - 34,"Normal, Medium, Warm",2024-02-17,"udah pake dari kuliah, emang beneran nyaman di kondisi kulit aku yang kombinasi ini . harus rajin re apply 4 jam sekali . mudah meresap nggak panas di kulit, nggak whitecas . harganya juga ramah dikantong aku .looove",More than 1 year,Shopee,yaybudiharti recommends this product!,5
196,wirdajannah,19 - 24,"Oily, Medium, Neutral",2024-02-12,cobain suncreen pertama kali pake skinaqua ini dan cocok banget tipe kulit yg oily ga bikin whitecase gampang di bland teksturnya cair gampang meresap di kulit juga timpa makeup aman aman aja pake daily atau pun outdoor aman karna spf nya 50pa++++,1 month - 3 months,Shopee,wirdajannah recommends this product!,5
197,septicatiara,19 - 24,"Combination, Medium, Neutral",2024-02-09,"Sunscreen kedua yang aku coba karena klaim nya yang gentle dan banyak direkomin. Teksturnya ternyata creamy agak cair jadi waktu dioles ke mukaku agakk bikin berminyak tapi cepet meresap koo. So far, kayanya ini lebih cocok buat st yang kering jadi di muka aku yg st nya berminyak ini kurang. Overall, tapi aku rekom buat kalian yang lagi fase try and error produk sunscreenシ",1 month - 3 months,Shopee,septicatiara recommends this product!,4
198,titavidiani,25 - 29,"Oily, Medium, Neutral",2024-02-07,"Salah satu sunscreen skin aqua yang ku sayangi. Texturenya cair, gampang di blend, ga white cast, ga perih di mata, ga bikin kusam, finish nya glowing dan agak lengket, karena mmg di peruntukkan kulit kering. Walau begitu, sebagai oily skin, aku ttp suka sama sunscreen ini",1 month - 3 months,Hypermart,titavidiani recommends this product!,5
199,MeyciliaPutri,25 - 29,"Normal, Medium, Neutral",2024-02-07,"seinget aku, produk ini udah aku pake dari sebelum pandemi. tekstur nya yang milky cenderung cair ini gampang banget meresap di kulit. selama aku pake ini sih gaada masalah apapun, ga lengket, ataupun bikin kusem. no-fragrance jadi cocok banget buat yang punya kulit sensitif❣️",More than 1 year,Shopee,MeyciliaPutri recommends this product!,5
200,andinkalantaka,30 - 34,"Combination, Medium Light, Warm",2024-02-06,"Udah repurchase berkali kali kali… cocok banget sama hasilnya yang lembab nge moisturiser banget, ga white case juga, teksturnya cair gampang di blend, cepet nyerepnya and affordable gampang dapetin produknya, kemasannya juga travel friendly… luph luph luph banget deh",Less than 1 week,Shopee,andinkalantaka recommends this product!,5
